Model,MAE,MSE,RMSE,R2,RMSLE,MAPE,TT (Sec),Training Subjects
Lasso Regression,1.9359,5.5014,2.3421,0.0136,0.7032,0.6609,0.057,"(1, 3, 5)"
Lasso Least Angle Regression,1.9359,5.5014,2.3421,0.0136,0.7032,0.6609,0.057,"(1, 3, 5)"
Elastic Net,1.9366,5.5019,2.3424,0.0132,0.7032,0.6624,0.057,"(1, 3, 5)"
Huber Regressor,1.9393,5.6937,2.3812,-0.018,0.6891,0.6241,0.059,"(1, 3, 5)"
Dummy Regressor,1.9551,5.6257,2.3681,-0.0077,0.7077,0.6858,0.059,"(1, 3, 5)"
Passive Aggressive Regressor,2.85,11.7902,3.4045,-1.1018,0.9732,1.1988,0.055,"(1, 3, 5)"
Least Angle Regression,25490.4674,8554006191.7393,39862.0551,-1458060103.563,5.807,12194.8907,0.057,"(1, 3, 5)"
K Neighbors Regressor,0.272,0.228,0.4737,0.9563,0.1891,0.1043,0.059,"(1, 3, 6)"
Random Forest Regressor,0.8558,1.5163,1.2304,0.7099,0.4236,0.2656,0.635,"(1, 3, 6)"
Extra Trees Regressor,0.9011,1.5631,1.2474,0.7007,0.4296,0.2873,0.221,"(1, 3, 6)"
Decision Tree Regressor,0.9109,2.7574,1.6536,0.4736,0.55,0.3312,0.066,"(1, 3, 6)"
Light Gradient Boosting Machine,0.926,1.6412,1.2791,0.6862,0.4429,0.3082,0.163,"(1, 3, 6)"
Gradient Boosting Regressor,1.1608,2.3465,1.5311,0.5503,0.5206,0.3739,0.537,"(1, 3, 6)"
Linear Regression,1.5697,4.037,2.0076,0.2271,0.6312,0.539,0.06,"(1, 3, 6)"
Ridge Regression,1.6597,4.3517,2.0846,0.1683,0.6529,0.5621,0.074,"(1, 3, 6)"
Bayesian Ridge,1.6787,4.4254,2.1023,0.1542,0.6568,0.573,0.061,"(1, 3, 6)"
AdaBoost Regressor,1.7362,4.2292,2.0549,0.1924,0.6876,0.6662,0.153,"(1, 3, 6)"
Orthogonal Matching Pursuit,1.8337,4.9986,2.2345,0.0452,0.6928,0.6539,0.059,"(1, 3, 6)"
Elastic Net,1.8433,5.0243,2.2404,0.0403,0.6979,0.6524,0.061,"(1, 3, 6)"
Lasso Regression,1.8608,5.0999,2.2573,0.0259,0.7046,0.6552,0.062,"(1, 3, 6)"
Lasso Least Angle Regression,1.8608,5.0999,2.2573,0.0259,0.7046,0.6552,0.059,"(1, 3, 6)"
Huber Regressor,1.8924,5.4248,2.3282,-0.0363,0.6879,0.6183,0.061,"(1, 3, 6)"
Dummy Regressor,1.9203,5.2602,2.2928,-0.0049,0.7142,0.7053,0.064,"(1, 3, 6)"
Passive Aggressive Regressor,2.2004,7.5691,2.7095,-0.4647,0.7966,0.8114,0.06,"(1, 3, 6)"
Least Angle Regression,12175591.1014,2703893111453224.0,16505814.5611,-513054782271585.56,6.8956,5631368.1213,0.062,"(1, 3, 6)"
K Neighbors Regressor,0.3011,0.287,0.5319,0.9481,0.203,0.11,0.064,"(1, 3, 8)"
Decision Tree Regressor,0.9636,3.0483,1.7384,0.4475,0.5355,0.3441,0.069,"(1, 3, 8)"
Random Forest Regressor,0.9757,1.8622,1.3607,0.6645,0.4596,0.2925,0.622,"(1, 3, 8)"
Light Gradient Boosting Machine,1.0136,1.9424,1.3852,0.6514,0.47,0.3216,0.164,"(1, 3, 8)"
Extra Trees Regressor,1.0368,1.9765,1.4017,0.6438,0.4697,0.3143,0.222,"(1, 3, 8)"
Gradient Boosting Regressor,1.2566,2.6927,1.6377,0.514,0.5447,0.3895,0.537,"(1, 3, 8)"
Linear Regression,1.6875,4.4963,2.1173,0.1874,0.6537,0.5569,0.061,"(1, 3, 8)"
Ridge Regression,1.7411,4.6816,2.1608,0.1535,0.668,0.5675,0.065,"(1, 3, 8)"
Bayesian Ridge,1.7611,4.7361,2.1738,0.1433,0.6716,0.5765,0.069,"(1, 3, 8)"
AdaBoost Regressor,1.7873,4.5323,2.1281,0.178,0.6969,0.6327,0.155,"(1, 3, 8)"
Orthogonal Matching Pursuit,1.8662,5.1689,2.2719,0.0644,0.6984,0.6178,0.064,"(1, 3, 8)"
Elastic Net,1.8772,5.1973,2.278,0.0595,0.7035,0.6189,0.067,"(1, 3, 8)"
Lasso Regression,1.8836,5.2197,2.2828,0.0556,0.7057,0.6211,0.063,"(1, 3, 8)"
Lasso Least Angle Regression,1.8836,5.2197,2.2828,0.0556,0.7057,0.6211,0.066,"(1, 3, 8)"
Huber Regressor,1.9179,5.6059,2.3656,-0.014,0.701,0.5924,0.068,"(1, 3, 8)"
Dummy Regressor,1.9569,5.555,2.3556,-0.0058,0.7222,0.6694,0.067,"(1, 3, 8)"
Passive Aggressive Regressor,2.196,7.6728,2.7292,-0.3944,0.8472,0.7346,0.064,"(1, 3, 8)"
Least Angle Regression,13947.2489,2438661308.2591,21260.0835,-454087321.2189,3.7013,6148.7391,0.067,"(1, 3, 8)"
K Neighbors Regressor,0.3152,0.3171,0.5571,0.9428,0.2055,0.117,0.067,"(1, 3, 9)"
Random Forest Regressor,0.9636,1.994,1.4076,0.6365,0.4585,0.3029,0.548,"(1, 3, 9)"
Extra Trees Regressor,0.9803,1.9446,1.3893,0.6461,0.4622,0.3128,0.208,"(1, 3, 9)"
Light Gradient Boosting Machine,0.9969,2.0358,1.423,0.6298,0.4615,0.3379,0.164,"(1, 3, 9)"
Decision Tree Regressor,1.1626,4.1207,2.02,0.2496,0.5973,0.426,0.073,"(1, 3, 9)"
Gradient Boosting Regressor,1.2111,2.6757,1.6338,0.5118,0.5342,0.3899,0.491,"(1, 3, 9)"
Linear Regression,1.5887,4.0711,2.0151,0.2593,0.6323,0.5685,0.069,"(1, 3, 9)"
Ridge Regression,1.6804,4.5224,2.1242,0.1772,0.663,0.569,0.068,"(1, 3, 9)"
Bayesian Ridge,1.6992,4.6146,2.1453,0.1609,0.667,0.5752,0.069,"(1, 3, 9)"
AdaBoost Regressor,1.7418,4.3212,2.0773,0.2127,0.693,0.6491,0.149,"(1, 3, 9)"
Orthogonal Matching Pursuit,1.818,5.0806,2.2517,0.0761,0.6914,0.6285,0.068,"(1, 3, 9)"
Elastic Net,1.8279,5.1051,2.2572,0.0716,0.6962,0.6262,0.068,"(1, 3, 9)"
Lasso Regression,1.8443,5.1756,2.2728,0.0587,0.7028,0.6284,0.066,"(1, 3, 9)"
Lasso Least Angle Regression,1.8443,5.1756,2.2728,0.0587,0.7028,0.6284,0.068,"(1, 3, 9)"
Huber Regressor,1.8627,5.5547,2.3549,-0.0105,0.6952,0.5771,0.068,"(1, 3, 9)"
Dummy Regressor,1.9468,5.5258,2.3492,-0.0057,0.7237,0.7061,0.071,"(1, 3, 9)"
Passive Aggressive Regressor,3.1056,15.1173,3.7476,-1.8105,1.0214,1.3129,0.068,"(1, 3, 9)"
Least Angle Regression,10899.3053,2469701870.9571,16115.331,-443249747.3641,3.3712,5162.9145,0.068,"(1, 3, 9)"
K Neighbors Regressor,0.3037,0.3066,0.5468,0.9507,0.199,0.1067,0.072,"(1, 3, 10)"
Decision Tree Regressor,0.9894,3.2053,1.7704,0.4863,0.5562,0.3409,0.077,"(1, 3, 10)"
Light Gradient Boosting Machine,1.0276,1.978,1.3996,0.6812,0.4648,0.322,0.164,"(1, 3, 10)"
Random Forest Regressor,1.0312,2.0317,1.4167,0.6739,0.4701,0.2954,0.608,"(1, 3, 10)"
Extra Trees Regressor,1.0326,1.971,1.3979,0.6836,0.4631,0.3049,0.213,"(1, 3, 10)"
Gradient Boosting Regressor,1.2885,2.8467,1.6821,0.5403,0.5511,0.3875,0.504,"(1, 3, 10)"
Linear Regression,1.6689,4.4521,2.1057,0.2817,0.6462,0.5392,0.079,"(1, 3, 10)"
Ridge Regression,1.7388,4.7574,2.1781,0.2322,0.6687,0.5527,0.072,"(1, 3, 10)"
Bayesian Ridge,1.7479,4.7994,2.1878,0.2252,0.6707,0.5569,0.074,"(1, 3, 10)"
AdaBoost Regressor,1.8828,4.9031,2.2126,0.2079,0.7176,0.6801,0.158,"(1, 3, 10)"
Orthogonal Matching Pursuit,1.9579,5.6009,2.3646,0.0948,0.7125,0.6605,0.071,"(1, 3, 10)"
Elastic Net,1.9749,5.6301,2.3711,0.09,0.7186,0.6629,0.072,"(1, 3, 10)"
Lasso Regression,1.9966,5.7051,2.3872,0.0777,0.726,0.67,0.073,"(1, 3, 10)"
Lasso Least Angle Regression,1.9966,5.7051,2.3872,0.0777,0.726,0.67,0.067,"(1, 3, 10)"
Huber Regressor,2.0713,6.3222,2.5123,-0.0204,0.7318,0.6532,0.076,"(1, 3, 10)"
Dummy Regressor,2.1029,6.2204,2.4923,-0.0043,0.7533,0.734,0.074,"(1, 3, 10)"
Passive Aggressive Regressor,3.4016,16.7183,4.0416,-1.7133,1.1402,1.4293,0.073,"(1, 3, 10)"
Least Angle Regression,13344.1202,2194827229.9871,17402.3477,-367738054.6032,4.9079,7014.4383,0.076,"(1, 3, 10)"
K Neighbors Regressor,0.3092,0.3222,0.563,0.9455,0.2118,0.1106,0.079,"(1, 3, 12)"
Random Forest Regressor,0.893,1.7171,1.3037,0.7092,0.4418,0.2672,0.589,"(1, 3, 12)"
Decision Tree Regressor,0.9268,3.0169,1.7272,0.4867,0.5542,0.314,0.078,"(1, 3, 12)"
Extra Trees Regressor,0.9765,1.8277,1.3476,0.6894,0.4584,0.3143,0.213,"(1, 3, 12)"
Light Gradient Boosting Machine,1.0172,2.0277,1.42,0.6547,0.4683,0.3368,0.166,"(1, 3, 12)"
Gradient Boosting Regressor,1.257,2.7773,1.6636,0.5267,0.5445,0.4003,0.513,"(1, 3, 12)"
Linear Regression,1.7022,4.6316,2.1479,0.2104,0.6625,0.6029,0.076,"(1, 3, 12)"
Ridge Regression,1.7685,4.8716,2.2056,0.1682,0.6805,0.609,0.075,"(1, 3, 12)"
Bayesian Ridge,1.7836,4.9368,2.2206,0.1567,0.6829,0.6152,0.075,"(1, 3, 12)"
AdaBoost Regressor,1.8321,4.7061,2.1672,0.1963,0.7152,0.728,0.146,"(1, 3, 12)"
Orthogonal Matching Pursuit,1.9124,5.5662,2.3576,0.0516,0.7122,0.6792,0.075,"(1, 3, 12)"
Elastic Net,1.9238,5.5914,2.3627,0.0479,0.7178,0.6771,0.075,"(1, 3, 12)"
Lasso Regression,1.9397,5.6615,2.3773,0.0364,0.7247,0.6784,0.073,"(1, 3, 12)"
Lasso Least Angle Regression,1.9397,5.6615,2.3773,0.0364,0.7247,0.6784,0.077,"(1, 3, 12)"
Huber Regressor,1.9469,6.1626,2.4783,-0.0453,0.7055,0.5934,0.074,"(1, 3, 12)"
Dummy Regressor,2.0214,5.9614,2.4392,-0.0134,0.7407,0.7292,0.078,"(1, 3, 12)"
Passive Aggressive Regressor,2.557,10.6974,3.1287,-0.7643,0.9219,1.023,0.073,"(1, 3, 12)"
Least Angle Regression,7326.9916,928676698.0192,10736.8157,-164377189.582,3.2852,3602.0574,0.076,"(1, 3, 12)"
K Neighbors Regressor,0.2694,0.2532,0.4991,0.9524,0.1933,0.1044,0.079,"(1, 3, 13)"
Decision Tree Regressor,0.8439,2.6618,1.625,0.4893,0.5127,0.3264,0.082,"(1, 3, 13)"
Random Forest Regressor,0.849,1.5038,1.2222,0.7155,0.4272,0.2707,0.608,"(1, 3, 13)"
Extra Trees Regressor,0.9041,1.5755,1.252,0.7007,0.4367,0.298,0.218,"(1, 3, 13)"
Light Gradient Boosting Machine,0.9118,1.6376,1.2758,0.6885,0.4404,0.3136,0.165,"(1, 3, 13)"
Gradient Boosting Regressor,1.1319,2.3103,1.5157,0.5617,0.5188,0.3657,0.528,"(1, 3, 13)"
Linear Regression,1.6063,4.2305,2.0524,0.1963,0.6495,0.5604,0.079,"(1, 3, 13)"
Ridge Regression,1.6645,4.4072,2.0936,0.166,0.6625,0.5698,0.078,"(1, 3, 13)"
Bayesian Ridge,1.6766,4.4579,2.1054,0.157,0.665,0.5745,0.078,"(1, 3, 13)"
AdaBoost Regressor,1.7041,4.1288,2.0289,0.2147,0.6905,0.6485,0.155,"(1, 3, 13)"
Orthogonal Matching Pursuit,1.8215,5.0221,2.2342,0.0528,0.6997,0.6452,0.079,"(1, 3, 13)"
Elastic Net,1.8335,5.0482,2.2404,0.0476,0.7054,0.6444,0.078,"(1, 3, 13)"
Lasso Regression,1.8496,5.1199,2.2567,0.0335,0.7126,0.6459,0.079,"(1, 3, 13)"
Lasso Least Angle Regression,1.8496,5.1199,2.2567,0.0335,0.7126,0.6459,0.079,"(1, 3, 13)"
Huber Regressor,1.8518,5.4353,2.3231,-0.023,0.6967,0.579,0.081,"(1, 3, 13)"
Dummy Regressor,1.9248,5.3481,2.307,-0.0103,0.7248,0.6996,0.081,"(1, 3, 13)"
Passive Aggressive Regressor,2.6809,12.2497,3.2886,-1.4596,0.8969,1.0508,0.08,"(1, 3, 13)"
Least Angle Regression,1558.698,23506483.7713,2210.9372,-4510224.2878,3.2206,699.7306,0.081,"(1, 3, 13)"
K Neighbors Regressor,0.3066,0.315,0.5512,0.9455,0.2101,0.1093,0.086,"(1, 3, 15)"
Random Forest Regressor,0.8956,1.7587,1.3112,0.6937,0.438,0.2558,0.573,"(1, 3, 15)"
Extra Trees Regressor,0.9448,1.8098,1.3309,0.6849,0.4508,0.2796,0.21,"(1, 3, 15)"
Light Gradient Boosting Machine,0.9656,1.8744,1.3576,0.6732,0.4578,0.3046,0.168,"(1, 3, 15)"
Decision Tree Regressor,1.0129,3.2999,1.8024,0.4175,0.5752,0.3667,0.09,"(1, 3, 15)"
Gradient Boosting Regressor,1.1811,2.5624,1.5938,0.5482,0.5326,0.3566,0.514,"(1, 3, 15)"
Linear Regression,1.5978,4.3316,2.07,0.2387,0.6427,0.5364,0.084,"(1, 3, 15)"
Ridge Regression,1.647,4.4873,2.1092,0.2113,0.6541,0.5522,0.082,"(1, 3, 15)"
Bayesian Ridge,1.6574,4.5272,2.119,0.2043,0.6559,0.5576,0.089,"(1, 3, 15)"
AdaBoost Regressor,1.7307,4.37,2.0847,0.2303,0.6914,0.6501,0.15,"(1, 3, 15)"
Orthogonal Matching Pursuit,1.8192,5.1359,2.2608,0.0948,0.6894,0.6442,0.088,"(1, 3, 15)"
Elastic Net,1.828,5.1548,2.2651,0.0914,0.6946,0.6423,0.082,"(1, 3, 15)"
Lasso Regression,1.8402,5.2064,2.2768,0.082,0.6998,0.6458,0.081,"(1, 3, 15)"
Lasso Least Angle Regression,1.8402,5.2064,2.2768,0.082,0.6998,0.6458,0.088,"(1, 3, 15)"
Huber Regressor,1.9019,5.8074,2.4031,-0.0206,0.6978,0.5991,0.088,"(1, 3, 15)"
Dummy Regressor,1.9733,5.7202,2.3867,-0.0074,0.7272,0.7204,0.089,"(1, 3, 15)"
Passive Aggressive Regressor,2.1839,7.582,2.737,-0.3364,0.7956,0.7964,0.088,"(1, 3, 15)"
Least Angle Regression,91422.0442,90212694592.6125,122318.3461,-16609200174.1121,5.2325,47716.166,0.084,"(1, 3, 15)"
K Neighbors Regressor,0.2784,0.2644,0.5051,0.9523,0.1951,0.0985,0.09,"(1, 3, 16)"
Random Forest Regressor,0.8215,1.4557,1.2032,0.7345,0.4161,0.2515,0.616,"(1, 3, 16)"
Decision Tree Regressor,0.9048,2.7429,1.65,0.4986,0.5298,0.3219,0.093,"(1, 3, 16)"
Light Gradient Boosting Machine,0.9096,1.6832,1.295,0.6926,0.4426,0.2998,0.167,"(1, 3, 16)"
Extra Trees Regressor,0.9497,1.7224,1.3087,0.6861,0.4526,0.2929,0.224,"(1, 3, 16)"
Gradient Boosting Regressor,1.1671,2.4179,1.5516,0.5601,0.5185,0.3687,0.546,"(1, 3, 16)"
Linear Regression,1.596,4.103,2.0239,0.25,0.636,0.5539,0.089,"(1, 3, 16)"
Ridge Regression,1.6848,4.437,2.1033,0.1923,0.6529,0.5865,0.087,"(1, 3, 16)"
Bayesian Ridge,1.7111,4.5358,2.1264,0.1749,0.6566,0.5978,0.089,"(1, 3, 16)"
AdaBoost Regressor,1.7445,4.3058,2.0733,0.2158,0.6894,0.6628,0.174,"(1, 3, 16)"
Orthogonal Matching Pursuit,1.824,4.9634,2.2254,0.0973,0.6849,0.6451,0.088,"(1, 3, 16)"
Elastic Net,1.8353,4.9893,2.2312,0.0927,0.6899,0.6441,0.087,"(1, 3, 16)"
Lasso Regression,1.8516,5.0597,2.2469,0.0799,0.6965,0.6475,0.088,"(1, 3, 16)"
Lasso Least Angle Regression,1.8516,5.0597,2.2469,0.0799,0.6965,0.6475,0.088,"(1, 3, 16)"
Huber Regressor,1.9084,5.63,2.3705,-0.0241,0.6966,0.6046,0.088,"(1, 3, 16)"
Dummy Regressor,1.9582,5.5284,2.3491,-0.0049,0.7205,0.7067,0.089,"(1, 3, 16)"
Passive Aggressive Regressor,2.3777,9.3462,3.0073,-0.7328,0.9792,0.8264,0.087,"(1, 3, 16)"
Least Angle Regression,6954556.2397,935352923527615.1,9675008.4425,-189252908092889.8,4.4526,3391763.4495,0.085,"(1, 3, 16)"
K Neighbors Regressor,0.2808,0.2767,0.5235,0.9528,0.1894,0.0988,0.092,"(1, 3, 17)"
Random Forest Regressor,0.8863,1.572,1.2477,0.7336,0.4275,0.2633,0.599,"(1, 3, 17)"
Decision Tree Regressor,0.8892,2.8343,1.6756,0.5155,0.5138,0.3047,0.098,"(1, 3, 17)"
Extra Trees Regressor,0.9349,1.6482,1.2766,0.7212,0.4343,0.2932,0.213,"(1, 3, 17)"
Light Gradient Boosting Machine,0.9399,1.708,1.3049,0.7085,0.4435,0.3012,0.169,"(1, 3, 17)"
Gradient Boosting Regressor,1.1997,2.5435,1.5919,0.5683,0.5311,0.3568,0.526,"(1, 3, 17)"
Linear Regression,1.6677,4.5149,2.1207,0.2344,0.6529,0.5561,0.091,"(1, 3, 17)"
Ridge Regression,1.7324,4.7707,2.1796,0.1925,0.6661,0.5731,0.09,"(1, 3, 17)"
Bayesian Ridge,1.7609,4.8639,2.2009,0.1768,0.6716,0.5871,0.09,"(1, 3, 17)"
AdaBoost Regressor,1.7661,4.4168,2.0986,0.2523,0.6891,0.6401,0.17,"(1, 3, 17)"
Orthogonal Matching Pursuit,1.9007,5.3984,2.32,0.0859,0.705,0.6516,0.092,"(1, 3, 17)"
Elastic Net,1.9123,5.4283,2.3265,0.081,0.7101,0.6515,0.097,"(1, 3, 17)"
Lasso Regression,1.9292,5.5029,2.3425,0.0684,0.7165,0.6543,0.092,"(1, 3, 17)"
Lasso Least Angle Regression,1.9292,5.5029,2.3425,0.0684,0.7165,0.6543,0.091,"(1, 3, 17)"
Huber Regressor,1.9849,6.0316,2.4515,-0.0194,0.7122,0.6168,0.095,"(1, 3, 17)"
Dummy Regressor,2.036,5.9282,2.4306,-0.0021,0.7383,0.7233,0.095,"(1, 3, 17)"
Passive Aggressive Regressor,2.6157,10.441,3.2141,-0.7822,1.0115,1.0785,0.091,"(1, 3, 17)"
Least Angle Regression,4.3867925201959814e+69,3.392754619668793e+140,5.8247357190423615e+69,-5.769580421630941e+139,19.9575,1.9892849206565437e+69,0.092,"(1, 3, 17)"
K Neighbors Regressor,0.3406,0.3685,0.6016,0.9423,0.2154,0.11,0.095,"(1, 4, 5)"
Light Gradient Boosting Machine,1.0925,2.2341,1.4923,0.6463,0.4809,0.3276,0.168,"(1, 4, 5)"
Random Forest Regressor,1.0962,2.2611,1.4999,0.6436,0.4898,0.3072,0.659,"(1, 4, 5)"
Extra Trees Regressor,1.1354,2.3762,1.5373,0.626,0.4896,0.3318,0.224,"(1, 4, 5)"
Decision Tree Regressor,1.2873,4.3994,2.0734,0.2979,0.6297,0.429,0.101,"(1, 4, 5)"
Gradient Boosting Regressor,1.3651,3.1483,1.7708,0.5027,0.5557,0.4094,0.53,"(1, 4, 5)"
Linear Regression,1.7853,5.0148,2.2358,0.2088,0.6519,0.5621,0.095,"(1, 4, 5)"
Ridge Regression,1.9139,5.568,2.3563,0.1216,0.685,0.6007,0.095,"(1, 4, 5)"
AdaBoost Regressor,1.9299,5.3166,2.3029,0.1608,0.6995,0.6607,0.148,"(1, 4, 5)"
Bayesian Ridge,1.9544,5.6777,2.3788,0.1056,0.6914,0.628,0.094,"(1, 4, 5)"
Orthogonal Matching Pursuit,2.0641,6.1084,2.468,0.037,0.7135,0.6868,0.095,"(1, 4, 5)"
Elastic Net,2.0696,6.1461,2.4758,0.0309,0.7165,0.6881,0.096,"(1, 4, 5)"
Lasso Regression,2.0733,6.1718,2.4811,0.0266,0.7181,0.6884,0.097,"(1, 4, 5)"
Lasso Least Angle Regression,2.0733,6.1718,2.4811,0.0266,0.7181,0.6884,0.093,"(1, 4, 5)"
Huber Regressor,2.0801,6.4338,2.5326,-0.014,0.7055,0.6268,0.096,"(1, 4, 5)"
Dummy Regressor,2.1355,6.409,2.5293,-0.0119,0.7266,0.7178,0.095,"(1, 4, 5)"
Passive Aggressive Regressor,3.1895,14.8983,3.7727,-1.3742,1.0573,1.2625,0.092,"(1, 4, 5)"
Least Angle Regression,31716.2808,16718992720.3883,42463.6675,-2416595360.3702,4.9487,11986.8593,0.097,"(1, 4, 5)"
K Neighbors Regressor,0.3028,0.2996,0.5434,0.9511,0.1971,0.1084,0.098,"(1, 4, 6)"
Random Forest Regressor,0.8757,1.637,1.2739,0.7304,0.4356,0.2555,0.666,"(1, 4, 6)"
Light Gradient Boosting Machine,0.9726,1.8511,1.3556,0.6957,0.4573,0.305,0.172,"(1, 4, 6)"
Decision Tree Regressor,0.9844,3.1374,1.7617,0.4835,0.5472,0.3293,0.099,"(1, 4, 6)"
Extra Trees Regressor,0.986,1.8242,1.3488,0.6995,0.4587,0.3014,0.234,"(1, 4, 6)"
Gradient Boosting Regressor,1.2629,2.7515,1.6551,0.5465,0.5488,0.3829,0.559,"(1, 4, 6)"
Linear Regression,1.6759,4.472,2.1121,0.2639,0.6484,0.553,0.098,"(1, 4, 6)"
Ridge Regression,1.8009,4.924,2.2159,0.1904,0.6762,0.5905,0.1,"(1, 4, 6)"
Bayesian Ridge,1.8133,4.9657,2.2254,0.1837,0.6782,0.5975,0.099,"(1, 4, 6)"
AdaBoost Regressor,1.9264,5.1405,2.2655,0.1531,0.73,0.6821,0.165,"(1, 4, 6)"
Orthogonal Matching Pursuit,1.9702,5.622,2.3686,0.0756,0.7151,0.6754,0.101,"(1, 4, 6)"
Elastic Net,1.9856,5.651,2.3747,0.0711,0.7212,0.6745,0.099,"(1, 4, 6)"
Lasso Regression,2.0048,5.7248,2.3901,0.0591,0.7285,0.6776,0.099,"(1, 4, 6)"
Lasso Least Angle Regression,2.0048,5.7248,2.3901,0.0591,0.7285,0.6776,0.1,"(1, 4, 6)"
Huber Regressor,2.0667,6.2179,2.4906,-0.0215,0.727,0.6481,0.097,"(1, 4, 6)"
Dummy Regressor,2.07,6.1137,2.4704,-0.0055,0.7494,0.7035,0.1,"(1, 4, 6)"
Passive Aggressive Regressor,2.8612,12.8474,3.5128,-1.0941,1.0011,1.0696,0.099,"(1, 4, 6)"
Least Angle Regression,18591.7069,6077096853.4423,26654.5503,-1179199306.0614,3.6784,8809.3048,0.098,"(1, 4, 6)"
K Neighbors Regressor,0.3238,0.3546,0.5891,0.9454,0.2096,0.1106,0.103,"(1, 4, 8)"
Random Forest Regressor,0.9615,1.8465,1.3548,0.7143,0.4491,0.2861,0.649,"(1, 4, 8)"
Decision Tree Regressor,0.9773,3.2755,1.7965,0.4913,0.5314,0.3342,0.105,"(1, 4, 8)"
Light Gradient Boosting Machine,1.0516,2.0362,1.4238,0.6842,0.4636,0.3367,0.173,"(1, 4, 8)"
Extra Trees Regressor,1.0803,2.1297,1.4554,0.6701,0.4703,0.3333,0.237,"(1, 4, 8)"
Gradient Boosting Regressor,1.3414,2.9739,1.7235,0.5369,0.5506,0.42,0.558,"(1, 4, 8)"
Linear Regression,1.7807,4.9617,2.2261,0.2269,0.655,0.5763,0.101,"(1, 4, 8)"
Ridge Regression,1.8655,5.317,2.3049,0.1706,0.6805,0.6037,0.103,"(1, 4, 8)"
Bayesian Ridge,1.8809,5.3634,2.315,0.1637,0.6839,0.6082,0.104,"(1, 4, 8)"
AdaBoost Regressor,1.9595,5.3363,2.3089,0.1681,0.722,0.6856,0.207,"(1, 4, 8)"
Orthogonal Matching Pursuit,2.0274,5.9657,2.4412,0.0714,0.7182,0.6587,0.102,"(1, 4, 8)"
Elastic Net,2.0424,5.9924,2.4466,0.0677,0.7237,0.6634,0.103,"(1, 4, 8)"
Lasso Regression,2.0612,6.0641,2.461,0.0569,0.73,0.6702,0.102,"(1, 4, 8)"
Lasso Least Angle Regression,2.0612,6.0641,2.461,0.0569,0.73,0.6702,0.101,"(1, 4, 8)"
Huber Regressor,2.1077,6.5635,2.5605,-0.0211,0.7299,0.6356,0.106,"(1, 4, 8)"
Dummy Regressor,2.1474,6.4771,2.5433,-0.0069,0.7471,0.7133,0.106,"(1, 4, 8)"
Passive Aggressive Regressor,2.6774,11.1995,3.3361,-0.757,0.902,0.863,0.103,"(1, 4, 8)"
Least Angle Regression,3295.8617,104499884.8053,4577.0393,-14581467.5049,3.6057,1429.4571,0.103,"(1, 4, 8)"
K Neighbors Regressor,0.3199,0.3613,0.5868,0.9433,0.2009,0.1107,0.104,"(1, 4, 9)"
Random Forest Regressor,0.9581,1.9913,1.4051,0.684,0.4561,0.27,0.603,"(1, 4, 9)"
Light Gradient Boosting Machine,1.0238,2.1404,1.4565,0.6597,0.4759,0.3111,0.178,"(1, 4, 9)"
Extra Trees Regressor,1.0515,2.1677,1.4648,0.6559,0.4784,0.3023,0.232,"(1, 4, 9)"
Decision Tree Regressor,1.0901,3.7633,1.93,0.3971,0.5843,0.3615,0.105,"(1, 4, 9)"
Gradient Boosting Regressor,1.2211,2.6861,1.6332,0.5728,0.5313,0.362,0.517,"(1, 4, 9)"
Linear Regression,1.679,4.5036,2.119,0.2784,0.6354,0.5579,0.104,"(1, 4, 9)"
Ridge Regression,1.791,4.9689,2.2254,0.2062,0.6718,0.5705,0.105,"(1, 4, 9)"
Bayesian Ridge,1.8017,5.0082,2.2342,0.2,0.6742,0.5746,0.107,"(1, 4, 9)"
AdaBoost Regressor,1.8841,4.985,2.2307,0.2039,0.7132,0.657,0.152,"(1, 4, 9)"
Orthogonal Matching Pursuit,1.9727,5.7214,2.3893,0.0872,0.7129,0.6567,0.1,"(1, 4, 9)"
Elastic Net,1.9841,5.7455,2.3941,0.0839,0.7176,0.6551,0.106,"(1, 4, 9)"
Lasso Regression,2.0005,5.8097,2.4073,0.0741,0.7238,0.6586,0.105,"(1, 4, 9)"
Lasso Least Angle Regression,2.0005,5.8097,2.4073,0.0741,0.7238,0.6586,0.105,"(1, 4, 9)"
Huber Regressor,2.0693,6.3545,2.5173,-0.0119,0.7249,0.6369,0.108,"(1, 4, 9)"
Dummy Regressor,2.1016,6.3143,2.5102,-0.0063,0.7491,0.7125,0.108,"(1, 4, 9)"
Passive Aggressive Regressor,2.663,10.3857,3.2016,-0.6593,0.9132,1.0989,0.104,"(1, 4, 9)"
Least Angle Regression,119780603.6329,3.242553553587539e+17,180071496.2652,-6.149015580042616e+16,4.9969,60194289.6071,0.107,"(1, 4, 9)"
K Neighbors Regressor,0.3284,0.3686,0.5992,0.9448,0.2111,0.1083,0.109,"(1, 4, 10)"
Decision Tree Regressor,1.0577,3.8312,1.9363,0.4333,0.5781,0.3665,0.113,"(1, 4, 10)"
Random Forest Regressor,1.0758,2.2191,1.484,0.6713,0.4882,0.3049,0.649,"(1, 4, 10)"
Extra Trees Regressor,1.0849,2.225,1.4853,0.6698,0.4858,0.3118,0.231,"(1, 4, 10)"
Light Gradient Boosting Machine,1.089,2.2781,1.4994,0.6625,0.4853,0.3306,0.182,"(1, 4, 10)"
