Model,MAE,MSE,RMSE,R2,RMSLE,MAPE,TT (Sec),Training Subjects
Lasso Regression,1.9299,5.512,2.3454,0.0205,0.7044,0.6525,0.059,"(1, 3, 5)"
Lasso Least Angle Regression,1.9299,5.512,2.3454,0.0205,0.7044,0.6525,0.065,"(1, 3, 5)"
Elastic Net,1.9302,5.5057,2.3441,0.0216,0.7042,0.6546,0.057,"(1, 3, 5)"
Dummy Regressor,1.9635,5.6596,2.3767,-0.0056,0.7111,0.6795,0.066,"(1, 3, 5)"
Passive Aggressive Regressor,2.5916,10.3834,3.1093,-0.8805,0.8172,0.9349,0.07,"(1, 3, 5)"
Least Angle Regression,2693204.7029,129781843465559.06,3646859.5281,-24793259548417.156,6.2103,1043524.8571,0.074,"(1, 3, 5)"
Extra Trees Regressor,1.1081,2.237,1.4926,0.5734,0.492,0.3569,0.173,"(1, 3, 6)"
Light Gradient Boosting Machine,1.2104,2.6441,1.6224,0.4944,0.5202,0.4065,0.138,"(1, 3, 6)"
Random Forest Regressor,1.2244,2.6513,1.6247,0.4946,0.5318,0.3914,0.493,"(1, 3, 6)"
Gradient Boosting Regressor,1.3777,3.152,1.772,0.3977,0.5758,0.4424,0.321,"(1, 3, 6)"
Decision Tree Regressor,1.515,5.0508,2.2346,0.0278,0.6896,0.5597,0.075,"(1, 3, 6)"
Linear Regression,1.5893,4.0868,2.0189,0.2176,0.6375,0.5434,0.064,"(1, 3, 6)"
Ridge Regression,1.6778,4.3958,2.0947,0.1581,0.6593,0.5712,0.066,"(1, 3, 6)"
Bayesian Ridge,1.6923,4.443,2.1057,0.1495,0.6615,0.5789,0.063,"(1, 3, 6)"
Huber Regressor,1.7653,4.865,2.2031,0.0697,0.6704,0.5695,0.078,"(1, 3, 6)"
AdaBoost Regressor,1.8116,4.554,2.1318,0.129,0.711,0.6835,0.111,"(1, 3, 6)"
Orthogonal Matching Pursuit,1.8316,4.9581,2.2248,0.0512,0.6951,0.6411,0.065,"(1, 3, 6)"
Elastic Net,1.8543,5.0261,2.2399,0.0387,0.7023,0.6514,0.061,"(1, 3, 6)"
Lasso Regression,1.8687,5.1002,2.2562,0.0249,0.7094,0.6539,0.07,"(1, 3, 6)"
Lasso Least Angle Regression,1.8687,5.1002,2.2562,0.0249,0.7094,0.6539,0.064,"(1, 3, 6)"
K Neighbors Regressor,1.8702,5.5786,2.3592,-0.0689,0.7243,0.6498,0.071,"(1, 3, 6)"
Dummy Regressor,1.937,5.2943,2.2983,-0.011,0.7222,0.7002,0.073,"(1, 3, 6)"
Passive Aggressive Regressor,2.8248,12.4802,3.4462,-1.381,0.9568,1.37,0.066,"(1, 3, 6)"
Least Angle Regression,2760.2653,83881213.5882,3724.6565,-15152389.1889,4.2069,1310.4197,0.072,"(1, 3, 6)"
Extra Trees Regressor,1.2048,2.607,1.6117,0.5533,0.518,0.3716,0.18,"(1, 3, 8)"
Light Gradient Boosting Machine,1.2611,2.9263,1.7096,0.4965,0.5391,0.4033,0.132,"(1, 3, 8)"
Random Forest Regressor,1.3282,3.0983,1.7561,0.4709,0.5559,0.4089,0.496,"(1, 3, 8)"
Gradient Boosting Regressor,1.4406,3.514,1.8702,0.4003,0.5887,0.4499,0.322,"(1, 3, 8)"
Linear Regression,1.7227,4.7351,2.1725,0.1896,0.6601,0.5748,0.069,"(1, 3, 8)"
Decision Tree Regressor,1.732,6.5243,2.5435,-0.1251,0.7628,0.628,0.073,"(1, 3, 8)"
Ridge Regression,1.7899,4.9729,2.2266,0.1502,0.6773,0.597,0.077,"(1, 3, 8)"
Bayesian Ridge,1.8121,5.045,2.242,0.1392,0.6818,0.6059,0.064,"(1, 3, 8)"
Huber Regressor,1.8404,5.3396,2.3054,0.0908,0.6802,0.5803,0.083,"(1, 3, 8)"
AdaBoost Regressor,1.8652,4.9306,2.2167,0.1591,0.7211,0.6791,0.126,"(1, 3, 8)"
Orthogonal Matching Pursuit,1.9022,5.3933,2.3172,0.0815,0.7047,0.6405,0.063,"(1, 3, 8)"
Elastic Net,1.9275,5.4971,2.3395,0.0645,0.7152,0.6443,0.067,"(1, 3, 8)"
Lasso Regression,1.9442,5.559,2.3529,0.0537,0.7212,0.6486,0.073,"(1, 3, 8)"
Lasso Least Angle Regression,1.9442,5.559,2.3529,0.0537,0.7212,0.6486,0.06,"(1, 3, 8)"
K Neighbors Regressor,1.9478,5.9254,2.4296,-0.0114,0.7217,0.6673,0.072,"(1, 3, 8)"
Dummy Regressor,2.0088,5.9072,2.4248,-0.004,0.7363,0.6905,0.075,"(1, 3, 8)"
Passive Aggressive Regressor,2.7464,12.7262,3.3718,-1.1026,0.8836,1.1045,0.067,"(1, 3, 8)"
Least Angle Regression,9064.075,1467557111.5478,12846.3561,-313901979.0906,2.9585,3936.5802,0.076,"(1, 3, 8)"
Extra Trees Regressor,1.1319,2.4185,1.5502,0.5519,0.5082,0.3576,0.178,"(1, 3, 9)"
Light Gradient Boosting Machine,1.1887,2.6686,1.6258,0.5053,0.5237,0.3952,0.141,"(1, 3, 9)"
Random Forest Regressor,1.2142,2.7113,1.6406,0.4979,0.5342,0.3799,0.444,"(1, 3, 9)"
Gradient Boosting Regressor,1.3316,3.146,1.7684,0.4173,0.5669,0.4327,0.305,"(1, 3, 9)"
Decision Tree Regressor,1.5402,5.4197,2.3116,-0.0023,0.7309,0.5677,0.081,"(1, 3, 9)"
Linear Regression,1.5563,4.0249,2.0002,0.2538,0.628,0.5524,0.074,"(1, 3, 9)"
Ridge Regression,1.6899,4.555,2.1302,0.155,0.6693,0.5776,0.069,"(1, 3, 9)"
Bayesian Ridge,1.7142,4.657,2.1545,0.1357,0.6752,0.585,0.071,"(1, 3, 9)"
Huber Regressor,1.77,5.159,2.2675,0.0439,0.6759,0.5606,0.082,"(1, 3, 9)"
Orthogonal Matching Pursuit,1.8055,4.9773,2.2284,0.0763,0.695,0.6277,0.075,"(1, 3, 9)"
AdaBoost Regressor,1.8171,4.6248,2.148,0.1412,0.7212,0.699,0.139,"(1, 3, 9)"
Elastic Net,1.8286,5.0261,2.2393,0.0675,0.7028,0.632,0.074,"(1, 3, 9)"
Lasso Regression,1.8458,5.0959,2.2548,0.0547,0.709,0.6358,0.076,"(1, 3, 9)"
Lasso Least Angle Regression,1.8458,5.0959,2.2548,0.0547,0.709,0.6358,0.064,"(1, 3, 9)"
K Neighbors Regressor,1.8514,5.5564,2.3538,-0.0318,0.7212,0.6448,0.07,"(1, 3, 9)"
Dummy Regressor,1.9408,5.4292,2.3274,-0.007,0.7281,0.6979,0.071,"(1, 3, 9)"
Passive Aggressive Regressor,2.6082,10.6707,3.2313,-0.9951,0.9065,1.2314,0.071,"(1, 3, 9)"
Least Angle Regression,4909.378,246219181.1472,7316.5231,-43826181.6526,4.1858,2607.8216,0.069,"(1, 3, 9)"
Extra Trees Regressor,1.2062,2.6588,1.6291,0.5548,0.5173,0.3655,0.191,"(1, 3, 10)"
Light Gradient Boosting Machine,1.2897,3.0104,1.7331,0.4959,0.5423,0.4124,0.15,"(1, 3, 10)"
Random Forest Regressor,1.3422,3.2257,1.793,0.4607,0.5606,0.4092,0.47,"(1, 3, 10)"
Gradient Boosting Regressor,1.4572,3.5515,1.8816,0.4062,0.5914,0.4537,0.319,"(1, 3, 10)"
Linear Regression,1.6979,4.6626,2.1575,0.2201,0.6607,0.565,0.079,"(1, 3, 10)"
Ridge Regression,1.7576,4.8753,2.2067,0.1839,0.6763,0.5749,0.075,"(1, 3, 10)"
Decision Tree Regressor,1.7589,6.8702,2.6149,-0.1499,0.779,0.603,0.098,"(1, 3, 10)"
Bayesian Ridge,1.7762,4.9432,2.2222,0.1722,0.6805,0.5848,0.086,"(1, 3, 10)"
Huber Regressor,1.8557,5.5097,2.3456,0.0764,0.6889,0.5853,0.096,"(1, 3, 10)"
K Neighbors Regressor,1.92,5.7492,2.3969,0.0368,0.7251,0.6533,0.086,"(1, 3, 10)"
Orthogonal Matching Pursuit,1.934,5.5273,2.3498,0.0743,0.7119,0.6691,0.079,"(1, 3, 10)"
AdaBoost Regressor,1.937,5.1742,2.273,0.1344,0.7384,0.7197,0.117,"(1, 3, 10)"
Elastic Net,1.9595,5.5692,2.3591,0.0675,0.7225,0.6753,0.086,"(1, 3, 10)"
Lasso Regression,1.9821,5.6445,2.375,0.0551,0.7301,0.6825,0.079,"(1, 3, 10)"
Lasso Least Angle Regression,1.9821,5.6445,2.375,0.0551,0.7301,0.6825,0.079,"(1, 3, 10)"
Dummy Regressor,2.0752,6.026,2.454,-0.0085,0.7516,0.733,0.08,"(1, 3, 10)"
Passive Aggressive Regressor,2.7182,11.819,3.34,-0.9944,0.9048,1.2385,0.082,"(1, 3, 10)"
Least Angle Regression,660534.9148,8037524365830.755,896798.2401,-1430137907080.5042,3.3724,317437.2511,0.072,"(1, 3, 10)"
Extra Trees Regressor,1.1537,2.5007,1.5784,0.5521,0.5138,0.3696,0.188,"(1, 3, 12)"
Light Gradient Boosting Machine,1.2939,3.092,1.7544,0.4462,0.5532,0.4412,0.148,"(1, 3, 12)"
Random Forest Regressor,1.2987,3.0486,1.7437,0.4534,0.5579,0.4171,0.493,"(1, 3, 12)"
Gradient Boosting Regressor,1.3999,3.4246,1.8487,0.3854,0.5886,0.453,0.317,"(1, 3, 12)"
Decision Tree Regressor,1.634,6.1642,2.4693,-0.0977,0.7418,0.6089,0.079,"(1, 3, 12)"
Linear Regression,1.663,4.4488,2.1063,0.1996,0.6602,0.5905,0.077,"(1, 3, 12)"
Ridge Regression,1.7468,4.753,2.179,0.1452,0.6754,0.6184,0.076,"(1, 3, 12)"
Bayesian Ridge,1.7612,4.7904,2.1877,0.1388,0.6768,0.6264,0.077,"(1, 3, 12)"
Huber Regressor,1.8025,5.3929,2.3205,0.0334,0.6796,0.5805,0.09,"(1, 3, 12)"
AdaBoost Regressor,1.8402,4.7872,2.1862,0.1413,0.7259,0.725,0.127,"(1, 3, 12)"
Orthogonal Matching Pursuit,1.8447,5.1203,2.2617,0.0808,0.6955,0.6653,0.083,"(1, 3, 12)"
K Neighbors Regressor,1.8759,5.7532,2.3964,-0.0337,0.7226,0.6594,0.089,"(1, 3, 12)"
Elastic Net,1.883,5.2818,2.2968,0.0531,0.7113,0.6729,0.092,"(1, 3, 12)"
Lasso Regression,1.9018,5.3534,2.3121,0.0408,0.718,0.6788,0.075,"(1, 3, 12)"
Lasso Least Angle Regression,1.9018,5.3534,2.3121,0.0408,0.718,0.6788,0.086,"(1, 3, 12)"
Dummy Regressor,1.961,5.5929,2.3632,-0.0018,0.7296,0.7158,0.083,"(1, 3, 12)"
Passive Aggressive Regressor,2.9846,15.3005,3.5339,-1.9251,0.923,1.4728,0.082,"(1, 3, 12)"
Least Angle Regression,2.89326399963109e+69,1.6746457081026343e+140,4.092243526603267e+69,-2.989535680696604e+139,22.7077,1.6674374780159655e+69,0.084,"(1, 3, 12)"
Extra Trees Regressor,1.0829,2.1453,1.4527,0.6008,0.4766,0.3502,0.198,"(1, 3, 13)"
Light Gradient Boosting Machine,1.1679,2.5002,1.5682,0.5338,0.5049,0.4002,0.159,"(1, 3, 13)"
Random Forest Regressor,1.2179,2.6316,1.6135,0.5117,0.5217,0.3926,0.501,"(1, 3, 13)"
Gradient Boosting Regressor,1.3081,2.9403,1.7043,0.4528,0.5535,0.4342,0.329,"(1, 3, 13)"
Decision Tree Regressor,1.532,5.1802,2.2706,0.0197,0.7087,0.5931,0.088,"(1, 3, 13)"
Linear Regression,1.6013,4.1381,2.0257,0.2331,0.6322,0.5603,0.085,"(1, 3, 13)"
Ridge Regression,1.656,4.3328,2.0737,0.1951,0.6443,0.5819,0.089,"(1, 3, 13)"
Bayesian Ridge,1.6672,4.3779,2.084,0.1873,0.6457,0.5881,0.08,"(1, 3, 13)"
Huber Regressor,1.7491,5.0038,2.2257,0.0785,0.655,0.5742,0.092,"(1, 3, 13)"
AdaBoost Regressor,1.784,4.454,2.1058,0.1697,0.6943,0.7024,0.141,"(1, 3, 13)"
Orthogonal Matching Pursuit,1.7892,4.8371,2.1908,0.1044,0.6725,0.6482,0.081,"(1, 3, 13)"
K Neighbors Regressor,1.8101,5.312,2.2991,0.0123,0.6924,0.655,0.089,"(1, 3, 13)"
Elastic Net,1.8368,5.0284,2.2357,0.0687,0.691,0.6628,0.088,"(1, 3, 13)"
Lasso Regression,1.8526,5.0948,2.2502,0.0572,0.6979,0.6659,0.095,"(1, 3, 13)"
Lasso Least Angle Regression,1.8526,5.0948,2.2502,0.0572,0.6979,0.6659,0.091,"(1, 3, 13)"
Dummy Regressor,1.9371,5.4347,2.3248,-0.006,0.7163,0.7142,0.08,"(1, 3, 13)"
Passive Aggressive Regressor,4.0045,24.6447,4.7535,-3.7926,1.1062,1.9755,0.086,"(1, 3, 13)"
Least Angle Regression,294572808.0861,2.1771502377377766e+18,466601419.26,-3.8106120448773696e+17,5.9731,133930895.6537,0.087,"(1, 3, 13)"
Extra Trees Regressor,1.1413,2.3838,1.5385,0.5752,0.5066,0.3518,0.191,"(1, 3, 15)"
Light Gradient Boosting Machine,1.228,2.7055,1.6416,0.5178,0.5324,0.4039,0.149,"(1, 3, 15)"
Random Forest Regressor,1.2334,2.747,1.6533,0.5103,0.5381,0.3818,0.459,"(1, 3, 15)"
Gradient Boosting Regressor,1.3324,3.0525,1.7437,0.4579,0.5658,0.415,0.315,"(1, 3, 15)"
Decision Tree Regressor,1.6342,5.8688,2.4181,-0.0518,0.7461,0.5934,0.093,"(1, 3, 15)"
Linear Regression,1.6398,4.4498,2.1046,0.207,0.6503,0.5526,0.094,"(1, 3, 15)"
Ridge Regression,1.6865,4.5856,2.1382,0.1835,0.6584,0.5788,0.091,"(1, 3, 15)"
Bayesian Ridge,1.6996,4.629,2.1488,0.1759,0.661,0.5843,0.085,"(1, 3, 15)"
Huber Regressor,1.785,5.1041,2.2562,0.0921,0.672,0.5923,0.085,"(1, 3, 15)"
AdaBoost Regressor,1.797,4.5991,2.1431,0.1813,0.7098,0.6918,0.141,"(1, 3, 15)"
Orthogonal Matching Pursuit,1.842,5.1302,2.2632,0.0859,0.692,0.6599,0.098,"(1, 3, 15)"
Elastic Net,1.8549,5.1595,2.2697,0.0811,0.6973,0.6604,0.081,"(1, 3, 15)"
K Neighbors Regressor,1.8651,5.6305,2.3706,-0.0023,0.7078,0.6586,0.089,"(1, 3, 15)"
Lasso Regression,1.8741,5.2293,2.2851,0.0689,0.7042,0.6651,0.108,"(1, 3, 15)"
Lasso Least Angle Regression,1.8741,5.2293,2.2851,0.0689,0.7042,0.6651,0.093,"(1, 3, 15)"
Dummy Regressor,1.9687,5.6907,2.3835,-0.011,0.7279,0.7072,0.08,"(1, 3, 15)"
Passive Aggressive Regressor,3.3502,18.7834,4.0268,-2.2297,0.9993,1.6186,0.083,"(1, 3, 15)"
Least Angle Regression,1462413.0996,44115350712483.03,2109971.8146,-8277442055857.834,5.1185,766708.3836,0.087,"(1, 3, 15)"
Extra Trees Regressor,1.0988,2.1851,1.4743,0.5925,0.4893,0.3577,0.201,"(1, 3, 16)"
Light Gradient Boosting Machine,1.1552,2.4226,1.5522,0.5474,0.5076,0.4034,0.164,"(1, 3, 16)"
Random Forest Regressor,1.2141,2.6354,1.6191,0.5091,0.5268,0.3922,0.505,"(1, 3, 16)"
Gradient Boosting Regressor,1.3149,2.9666,1.7202,0.4464,0.5577,0.4292,0.336,"(1, 3, 16)"
Linear Regression,1.586,4.0833,2.0173,0.2374,0.637,0.5541,0.106,"(1, 3, 16)"
Decision Tree Regressor,1.6163,5.6535,2.3705,-0.0508,0.726,0.6088,0.108,"(1, 3, 16)"
Ridge Regression,1.6758,4.4123,2.0974,0.1752,0.656,0.5898,0.084,"(1, 3, 16)"
Bayesian Ridge,1.6918,4.4897,2.116,0.1608,0.6597,0.5974,0.088,"(1, 3, 16)"
Huber Regressor,1.7443,4.8963,2.2107,0.0847,0.6663,0.5774,0.113,"(1, 3, 16)"
AdaBoost Regressor,1.7882,4.4857,2.1158,0.1631,0.7128,0.7113,0.171,"(1, 3, 16)"
Orthogonal Matching Pursuit,1.7882,4.8218,2.1936,0.1003,0.6787,0.6444,0.09,"(1, 3, 16)"
K Neighbors Regressor,1.8207,5.284,2.2925,0.0161,0.6997,0.6453,0.109,"(1, 3, 16)"
Elastic Net,1.8292,4.9751,2.2284,0.0721,0.6947,0.6519,0.096,"(1, 3, 16)"
Lasso Regression,1.8488,5.0437,2.2435,0.0599,0.7015,0.6566,0.095,"(1, 3, 16)"
Lasso Least Angle Regression,1.8488,5.0437,2.2435,0.0599,0.7015,0.6566,0.098,"(1, 3, 16)"
Dummy Regressor,1.9324,5.4022,2.3214,-0.0056,0.7207,0.6994,0.096,"(1, 3, 16)"
Passive Aggressive Regressor,3.2346,16.177,3.9303,-1.9963,1.0098,1.6501,0.099,"(1, 3, 16)"
Least Angle Regression,7911.977,1099071552.424,10663.3997,-217544618.9039,3.4539,4166.2535,0.095,"(1, 3, 16)"
Extra Trees Regressor,1.162,2.4402,1.5584,0.5826,0.5092,0.36,0.197,"(1, 3, 17)"
Light Gradient Boosting Machine,1.2459,2.7476,1.6537,0.5308,0.5321,0.4093,0.162,"(1, 3, 17)"
Random Forest Regressor,1.298,2.9387,1.7115,0.4972,0.5529,0.3926,0.479,"(1, 3, 17)"
Gradient Boosting Regressor,1.4233,3.4088,1.843,0.418,0.5871,0.4444,0.337,"(1, 3, 17)"
Linear Regression,1.7079,4.6199,2.1452,0.2138,0.6646,0.5852,0.097,"(1, 3, 17)"
Decision Tree Regressor,1.7207,6.4338,2.5295,-0.1041,0.7701,0.6327,0.109,"(1, 3, 17)"
Ridge Regression,1.8006,4.9413,2.2185,0.1586,0.6852,0.612,0.097,"(1, 3, 17)"
Bayesian Ridge,1.8223,5.0295,2.2386,0.1435,0.6901,0.6235,0.09,"(1, 3, 17)"
AdaBoost Regressor,1.8435,4.7558,2.179,0.1878,0.7157,0.6731,0.13,"(1, 3, 17)"
Huber Regressor,1.8984,5.5249,2.3471,0.0602,0.6955,0.6198,0.1,"(1, 3, 17)"
Orthogonal Matching Pursuit,1.9244,5.3666,2.3133,0.0867,0.7075,0.6833,0.095,"(1, 3, 17)"
Elastic Net,1.9752,5.582,2.3602,0.05,0.7264,0.6955,0.094,"(1, 3, 17)"
Lasso Regression,1.9899,5.6529,2.3751,0.0383,0.7327,0.6986,0.107,"(1, 3, 17)"
Lasso Least Angle Regression,1.9899,5.6529,2.3751,0.0383,0.7327,0.6986,0.102,"(1, 3, 17)"
K Neighbors Regressor,2.0266,6.3266,2.5137,-0.0807,0.7472,0.7132,0.104,"(1, 3, 17)"
Dummy Regressor,2.0526,5.9245,2.4307,-0.0063,0.7477,0.7317,0.113,"(1, 3, 17)"
Passive Aggressive Regressor,3.4196,20.0728,4.1862,-2.4915,0.9826,1.3483,0.097,"(1, 3, 17)"
Least Angle Regression,8277.5972,954515361.2111,11178.0844,-153733995.1926,4.7083,4239.4932,0.107,"(1, 3, 17)"
Extra Trees Regressor,1.3458,3.1186,1.7625,0.5155,0.5464,0.3956,0.211,"(1, 4, 5)"
Light Gradient Boosting Machine,1.3822,3.3102,1.8133,0.4847,0.5553,0.4217,0.179,"(1, 4, 5)"
Random Forest Regressor,1.4441,3.4863,1.8639,0.4585,0.5752,0.428,0.482,"(1, 4, 5)"
Gradient Boosting Regressor,1.5746,4.0307,2.004,0.3743,0.6107,0.4714,0.339,"(1, 4, 5)"
Linear Regression,1.8316,5.2404,2.2846,0.1901,0.6711,0.5676,0.099,"(1, 4, 5)"
Decision Tree Regressor,1.8801,7.4401,2.7249,-0.1628,0.7676,0.6239,0.108,"(1, 4, 5)"
Ridge Regression,1.9413,5.6271,2.3696,0.1278,0.696,0.6111,0.1,"(1, 4, 5)"
Bayesian Ridge,1.979,5.7493,2.3961,0.1089,0.7015,0.6351,0.094,"(1, 4, 5)"
AdaBoost Regressor,2.0244,5.747,2.3957,0.1094,0.7229,0.7128,0.14,"(1, 4, 5)"
Huber Regressor,2.0299,6.0996,2.468,0.0542,0.7041,0.6346,0.103,"(1, 4, 5)"
Orthogonal Matching Pursuit,2.0859,6.1912,2.4857,0.0419,0.7174,0.6919,0.108,"(1, 4, 5)"
Elastic Net,2.1014,6.2875,2.5046,0.0278,0.7262,0.7029,0.116,"(1, 4, 5)"
Lasso Regression,2.1023,6.2924,2.5055,0.0272,0.7264,0.7018,0.107,"(1, 4, 5)"
Lasso Least Angle Regression,2.1023,6.2924,2.5055,0.0272,0.7264,0.7018,0.106,"(1, 4, 5)"
K Neighbors Regressor,2.1286,6.925,2.6308,-0.077,0.7422,0.6835,0.091,"(1, 4, 5)"
Dummy Regressor,2.1591,6.4774,2.5426,-0.0019,0.7325,0.7347,0.116,"(1, 4, 5)"
Passive Aggressive Regressor,3.7563,23.936,4.4966,-2.7753,0.9933,1.6256,0.096,"(1, 4, 5)"
Least Angle Regression,432.0254,1671947.9162,575.327,-234739.0503,2.1939,162.8864,0.1,"(1, 4, 5)"
Extra Trees Regressor,1.1689,2.4179,1.5539,0.5935,0.5048,0.369,0.225,"(1, 4, 6)"
Light Gradient Boosting Machine,1.2761,2.9097,1.7036,0.5084,0.5303,0.4173,0.169,"(1, 4, 6)"
Random Forest Regressor,1.2772,2.8243,1.6796,0.5237,0.5343,0.4015,0.54,"(1, 4, 6)"
Gradient Boosting Regressor,1.4628,3.5024,1.8706,0.4108,0.585,0.4589,0.367,"(1, 4, 6)"
Decision Tree Regressor,1.6049,5.7028,2.3841,0.0391,0.7135,0.5951,0.11,"(1, 4, 6)"
Linear Regression,1.7005,4.5922,2.141,0.229,0.6537,0.561,0.104,"(1, 4, 6)"
Ridge Regression,1.8101,4.9514,2.2221,0.1722,0.6762,0.5958,0.094,"(1, 4, 6)"
Bayesian Ridge,1.8201,4.9864,2.2297,0.1669,0.6778,0.6008,0.101,"(1, 4, 6)"
Huber Regressor,1.9181,5.5065,2.3423,0.0812,0.6886,0.6147,0.11,"(1, 4, 6)"
AdaBoost Regressor,1.9197,5.0874,2.2531,0.1475,0.718,0.6941,0.147,"(1, 4, 6)"
Orthogonal Matching Pursuit,1.9814,5.6387,2.3719,0.057,0.7185,0.6745,0.1,"(1, 4, 6)"
Elastic Net,1.9934,5.6817,2.3801,0.0514,0.7201,0.6756,0.112,"(1, 4, 6)"
Lasso Regression,2.011,5.7576,2.3959,0.0388,0.7269,0.6801,0.128,"(1, 4, 6)"
Lasso Least Angle Regression,2.011,5.7576,2.3959,0.0388,0.7269,0.6801,0.119,"(1, 4, 6)"
K Neighbors Regressor,2.0505,6.5113,2.5483,-0.0906,0.7542,0.6978,0.117,"(1, 4, 6)"
Dummy Regressor,2.0681,6.0566,2.4571,-0.0107,0.743,0.7186,0.119,"(1, 4, 6)"
Passive Aggressive Regressor,2.8493,13.0806,3.4889,-1.2919,0.9551,1.1109,0.12,"(1, 4, 6)"
Least Angle Regression,797.6715,5854023.3132,1307.1321,-903930.6138,2.8936,359.0161,0.113,"(1, 4, 6)"
Extra Trees Regressor,1.2797,2.8286,1.6757,0.566,0.5293,0.3775,0.228,"(1, 4, 8)"
Light Gradient Boosting Machine,1.3636,3.2134,1.7855,0.5075,0.5504,0.4229,0.209,"(1, 4, 8)"
Random Forest Regressor,1.4077,3.2823,1.8065,0.4969,0.5657,0.4213,0.552,"(1, 4, 8)"
Gradient Boosting Regressor,1.5446,3.8326,1.9527,0.4125,0.6033,0.4743,0.378,"(1, 4, 8)"
Decision Tree Regressor,1.7804,6.8626,2.6128,-0.0614,0.7602,0.6053,0.129,"(1, 4, 8)"
Linear Regression,1.8054,5.0569,2.2445,0.2243,0.6676,0.5637,0.113,"(1, 4, 8)"
Ridge Regression,1.8846,5.348,2.3087,0.1793,0.6894,0.5864,0.106,"(1, 4, 8)"
Bayesian Ridge,1.903,5.3997,2.3203,0.1712,0.6939,0.5891,0.111,"(1, 4, 8)"
Huber Regressor,1.9749,5.8045,2.4067,0.1077,0.7028,0.5888,0.108,"(1, 4, 8)"
AdaBoost Regressor,1.9807,5.4914,2.341,0.1562,0.7308,0.6606,0.155,"(1, 4, 8)"
Orthogonal Matching Pursuit,2.0147,5.9128,2.429,0.0911,0.7216,0.6224,0.098,"(1, 4, 8)"
Elastic Net,2.0339,5.9559,2.4381,0.0845,0.7279,0.6311,0.116,"(1, 4, 8)"
Lasso Regression,2.0482,6.0145,2.4502,0.0755,0.733,0.636,0.108,"(1, 4, 8)"
Lasso Least Angle Regression,2.0482,6.0145,2.4502,0.0755,0.733,0.636,0.112,"(1, 4, 8)"
K Neighbors Regressor,2.0887,6.6364,2.5745,-0.0239,0.7443,0.6881,0.114,"(1, 4, 8)"
Dummy Regressor,2.1541,6.5207,2.5521,-0.003,0.7543,0.6927,0.113,"(1, 4, 8)"
Passive Aggressive Regressor,2.7184,11.0987,3.2578,-0.7241,0.9046,1.0059,0.111,"(1, 4, 8)"
Least Angle Regression,60716.5615,57866850641.6555,81946.9127,-8493886874.1875,5.2832,22627.351,0.102,"(1, 4, 8)"
Extra Trees Regressor,1.2447,2.774,1.6601,0.5566,0.5129,0.3907,0.226,"(1, 4, 9)"
Light Gradient Boosting Machine,1.2644,2.862,1.6885,0.541,0.5172,0.425,0.179,"(1, 4, 9)"
Random Forest Regressor,1.3232,3.0556,1.7435,0.5113,0.5354,0.4129,0.486,"(1, 4, 9)"
Gradient Boosting Regressor,1.4246,3.4427,1.8514,0.4495,0.5647,0.4545,0.359,"(1, 4, 9)"
Linear Regression,1.6925,4.5246,2.123,0.2765,0.6387,0.5644,0.109,"(1, 4, 9)"
Decision Tree Regressor,1.7294,6.6401,2.5695,-0.0609,0.7375,0.6147,0.112,"(1, 4, 9)"
Ridge Regression,1.798,5.0253,2.2383,0.1962,0.6728,0.5872,0.13,"(1, 4, 9)"
Bayesian Ridge,1.818,5.1005,2.2549,0.1843,0.6771,0.596,0.113,"(1, 4, 9)"
Huber Regressor,1.9086,5.6877,2.382,0.0897,0.6834,0.6023,0.13,"(1, 4, 9)"
AdaBoost Regressor,1.9274,5.2056,2.2768,0.1691,0.7234,0.7037,0.157,"(1, 4, 9)"
Orthogonal Matching Pursuit,1.9312,5.5774,2.3586,0.1082,0.698,0.6458,0.13,"(1, 4, 9)"
Elastic Net,1.9568,5.6533,2.3745,0.0962,0.7101,0.6512,0.11,"(1, 4, 9)"
Lasso Regression,1.9763,5.721,2.3887,0.0853,0.717,0.6562,0.113,"(1, 4, 9)"
Lasso Least Angle Regression,1.9763,5.721,2.3887,0.0853,0.717,0.6562,0.116,"(1, 4, 9)"
K Neighbors Regressor,2.0481,6.4371,2.5353,-0.0321,0.7405,0.7095,0.098,"(1, 4, 9)"
Dummy Regressor,2.0996,6.2811,2.5035,-0.0047,0.7469,0.7263,0.105,"(1, 4, 9)"
Passive Aggressive Regressor,3.7736,21.3331,4.503,-2.4526,1.0545,1.6266,0.108,"(1, 4, 9)"
Least Angle Regression,2.7979655915115036e+200,inf,inf,-inf,48.4742,1.1224504937241402e+200,0.113,"(1, 4, 9)"
Extra Trees Regressor,1.2838,2.899,1.6997,0.5799,0.5303,0.3671,0.223,"(1, 4, 10)"
Light Gradient Boosting Machine,1.3797,3.287,1.8103,0.5234,0.5546,0.4187,0.17,"(1, 4, 10)"
Random Forest Regressor,1.4313,3.4839,1.8649,0.4949,0.5723,0.4091,0.487,"(1, 4, 10)"
Gradient Boosting Regressor,1.5575,3.9528,1.9858,0.4267,0.6034,0.4687,0.357,"(1, 4, 10)"
Linear Regression,1.7887,5.0951,2.2558,0.259,0.6693,0.5587,0.121,"(1, 4, 10)"
Decision Tree Regressor,1.8118,7.3011,2.698,-0.0661,0.7756,0.6064,0.119,"(1, 4, 10)"
